BioGRID ID,Experimental System Type,Author,Publication Source,Qualifications,Organism
2429313,genetic,Kuzmin E (2018),PUBMED:29674565,"Digenic interaction: Query allele name: ho-delta+rnh202-delta; Array allele name: mms4-delta (GI score = -0.103378, p-value = 0.0113; Digenic)|Digenic interactions in this Synthetic genetic array (SGA) analysis were considered to be significant when epsilon > 0.08 and p < 0.05 (positive genetic interaction) and when epsilon < -0.08 and p < 0.05 (negative genetic interaction).|Trigenic interaction: Query allele name: srs2-delta+rnh202-delta; Array allele name: mms4-delta (GI score = -0.15111, p-value = 1.40E-16; Modified_Q-A-)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2429327,genetic,Kuzmin E (2018),PUBMED:29674565,"Digenic interaction: Query allele name: ho-delta+rnh202-delta; Array allele name: smc6-9 (GI score = -0.115062, p-value = 0.0323; Digenic)|Digenic interactions in this Synthetic genetic array (SGA) analysis were considered to be significant when epsilon > 0.08 and p < 0.05 (positive genetic interaction) and when epsilon < -0.08 and p < 0.05 (negative genetic interaction).|Trigenic interaction: Query allele name: srs2-delta+rnh202-delta; Array allele name: smc6-9 (GI score = -0.164136, p-value = 0.0000102; Modified_Q-A-)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2429342,genetic,Kuzmin E (2018),PUBMED:29674565,"Digenic interaction: Query allele name: ho-delta+esc2-delta; Array allele name: slx5-delta (GI score = -0.11404, p-value = 0.000128; Digenic)|Digenic interactions in this Synthetic genetic array (SGA) analysis were considered to be significant when epsilon > 0.08 and p < 0.05 (positive genetic interaction) and when epsilon < -0.08 and p < 0.05 (negative genetic interaction).|Trigenic interaction: Query allele name: esc2-delta+csi1-delta; Array allele name: slx5-delta (GI score = -0.081771, p-value = 0.0273; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2429711,genetic,Kuzmin E (2018),PUBMED:29674565,"Digenic interaction: Query allele name: ho-delta+yip5-delta; Array allele name: vps35-delta (GI score = -0.087517, p-value = 0.00637; Digenic)|Digenic interactions in this Synthetic genetic array (SGA) analysis were considered to be significant when epsilon > 0.08 and p < 0.05 (positive genetic interaction) and when epsilon < -0.08 and p < 0.05 (negative genetic interaction).|Trigenic interaction: Query allele name: spn1-K192N+yip5-delta; Array allele name: vps35-delta (GI score = -0.161758, p-value = 3.37E-64; Modified_Q-A-)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2430298,genetic,Kuzmin E (2018),PUBMED:29674565,"Digenic interaction: Query allele name: ho-delta+cdc23-1; Array allele name: sem1-delta (GI score = -0.335318, p-value = 0.0000760; Digenic)|Digenic interactions in this Synthetic genetic array (SGA) analysis were considered to be significant when epsilon > 0.08 and p < 0.05 (positive genetic interaction) and when epsilon < -0.08 and p < 0.05 (negative genetic interaction).|Trigenic interaction: Query allele name: okp1-5+cdc23-1; Array allele name: sem1-delta (GI score = -0.106836, p-value = 3.14E-10; Modified_Q-A-)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2430308,genetic,Kuzmin E (2018),PUBMED:29674565,"Digenic interaction: Query allele name: ho-delta+cdc23-1; Array allele name: bem2-delta (GI score = -0.089542, p-value = 0.0151; Digenic)|Digenic interactions in this Synthetic genetic array (SGA) analysis were considered to be significant when epsilon > 0.08 and p < 0.05 (positive genetic interaction) and when epsilon < -0.08 and p < 0.05 (negative genetic interaction).|Trigenic interaction: Query allele name: okp1-5+cdc23-1; Array allele name: bem2-delta (GI score = -0.119552, p-value = 4.71E-7; Modified_Q-A-)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2430329,genetic,Kuzmin E (2018),PUBMED:29674565,"Digenic interaction: Query allele name: ho-delta+cdc23-1; Array allele name: sds3-delta (GI score = -0.24221, p-value = 0.0257; Digenic)|Digenic interactions in this Synthetic genetic array (SGA) analysis were considered to be significant when epsilon > 0.08 and p < 0.05 (positive genetic interaction) and when epsilon < -0.08 and p < 0.05 (negative genetic interaction).|Trigenic interaction: Query allele name: okp1-5+cdc23-1; Array allele name: sds3-delta (GI score = -0.120136, p-value = 0.0000249; Modified_Q-A-)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2430339,genetic,Kuzmin E (2018),PUBMED:29674565,"Digenic interaction: Query allele name: ho-delta+cdc23-1; Array allele name: pol32-delta (GI score = -0.132533, p-value = 0.0270; Digenic)|Digenic interactions in this Synthetic genetic array (SGA) analysis were considered to be significant when epsilon > 0.08 and p < 0.05 (positive genetic interaction) and when epsilon < -0.08 and p < 0.05 (negative genetic interaction).|Trigenic interaction: Query allele name: okp1-5+cdc23-1; Array allele name: pol32-delta (GI score = -0.09003, p-value = 0.0409; Modified_Q-A-)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2430381,genetic,Kuzmin E (2018),PUBMED:29674565,"Digenic interaction: Query allele name: ho-delta+cdc23-1; Array allele name: fkh2-delta (GI score = -0.267692, p-value = 0.00401; Digenic)|Digenic interactions in this Synthetic genetic array (SGA) analysis were considered to be significant when epsilon > 0.08 and p < 0.05 (positive genetic interaction) and when epsilon < -0.08 and p < 0.05 (negative genetic interaction).|Trigenic interaction: Query allele name: okp1-5+cdc23-1; Array allele name: fkh2-delta (GI score = -0.136109, p-value = 0.00165; Modified_Q-A-)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2430919,genetic,Kuzmin E (2018),PUBMED:29674565,"Digenic interaction: Query allele name: ho-delta+isy1-delta; Array allele name: hub1-delta (GI score = -0.109973, p-value = 0.0225; Digenic)|Digenic interactions in this Synthetic genetic array (SGA) analysis were considered to be significant when epsilon > 0.08 and p < 0.05 (positive genetic interaction) and when epsilon < -0.08 and p < 0.05 (negative genetic interaction).|Trigenic interaction: Query allele name: lin1-delta+isy1-delta; Array allele name: hub1-delta (GI score = -0.091114, p-value = 1.46E-7; Modified_Q-A-)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2431163,genetic,Kuzmin E (2018),PUBMED:29674565,"Digenic interaction: Query allele name: ho-delta+ask1-3; Array allele name: scc2-4 (GI score = -0.165068, p-value = 0.00312; Digenic)|Digenic interactions in this Synthetic genetic array (SGA) analysis were considered to be significant when epsilon > 0.08 and p < 0.05 (positive genetic interaction) and when epsilon < -0.08 and p < 0.05 (negative genetic interaction).|Trigenic interaction: Query allele name: spc105-15+ask1-3; Array allele name: scc2-4 (GI score = -0.080669, p-value = 2.15E-8; Modified_Q-A-)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2431176,genetic,Kuzmin E (2018),PUBMED:29674565,"Digenic interaction: Query allele name: ho-delta+ask1-3; Array allele name: rpa34-delta (GI score = -0.088196, p-value = 0.0484; Digenic)|Digenic interactions in this Synthetic genetic array (SGA) analysis were considered to be significant when epsilon > 0.08 and p < 0.05 (positive genetic interaction) and when epsilon < -0.08 and p < 0.05 (negative genetic interaction).|Trigenic interaction: Query allele name: spc105-15+ask1-3; Array allele name: rpa34-delta (GI score = -0.104412, p-value = 0.00158; Modified_Q-A-)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2431478,genetic,Kuzmin E (2018),PUBMED:29674565,"Digenic interaction: Query allele name: ho-delta+nap1-delta; Array allele name: chs5-delta (GI score = -0.13964, p-value = 0.0368; Digenic)|Digenic interactions in this Synthetic genetic array (SGA) analysis were considered to be significant when epsilon > 0.08 and p < 0.05 (positive genetic interaction) and when epsilon < -0.08 and p < 0.05 (negative genetic interaction).|Trigenic interaction: Query allele name: ksp1-delta+nap1-delta; Array allele name: chs5-delta (GI score = -0.144044, p-value = 0.0000466; Modified_Q-A-)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2431880,genetic,Kuzmin E (2018),PUBMED:29674565,"Digenic interaction: Query allele name: ho-delta+vps38-delta; Array allele name: ctf8-9 (GI score = -0.136882, p-value = 0.0382; Digenic)|Digenic interactions in this Synthetic genetic array (SGA) analysis were considered to be significant when epsilon > 0.08 and p < 0.05 (positive genetic interaction) and when epsilon < -0.08 and p < 0.05 (negative genetic interaction).|Trigenic interaction: Query allele name: hse1-delta+vps38-delta; Array allele name: ctf8-delta (GI score = -0.083104, p-value = 0.0213; Novel)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2432403,genetic,Kuzmin E (2018),PUBMED:29674565,"Digenic interaction: Query allele name: ho-delta+mot3-delta; Array allele name: sap190-delta (GI score = -0.240176, p-value = 0.0000141; Digenic)|Digenic interactions in this Synthetic genetic array (SGA) analysis were considered to be significant when epsilon > 0.08 and p < 0.05 (positive genetic interaction) and when epsilon < -0.08 and p < 0.05 (negative genetic interaction).|Trigenic interaction: Query allele name: egd2-delta+mot3-delta; Array allele name: sap190-delta (GI score = -0.258134, p-value = 2.31E-8; Modified_Q-A-)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2432409,genetic,Kuzmin E (2018),PUBMED:29674565,"Digenic interaction: Query allele name: ho-delta+mot3-delta; Array allele name: cdc73-delta (GI score = -0.22226, p-value = 0.00291; Digenic)|Digenic interactions in this Synthetic genetic array (SGA) analysis were considered to be significant when epsilon > 0.08 and p < 0.05 (positive genetic interaction) and when epsilon < -0.08 and p < 0.05 (negative genetic interaction).|Trigenic interaction: Query allele name: egd2-delta+mot3-delta; Array allele name: cdc73-delta (GI score = -0.103775, p-value = 0.0000142; Modified_Q-A-)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2432500,genetic,Kuzmin E (2018),PUBMED:29674565,"Digenic interaction: Query allele name: ho-delta+SPC24-9; Array allele name: rpp2b-delta (GI score = -0.269637, p-value = 0.000411; Digenic)|Digenic interactions in this Synthetic genetic array (SGA) analysis were considered to be significant when epsilon > 0.08 and p < 0.05 (positive genetic interaction) and when epsilon < -0.08 and p < 0.05 (negative genetic interaction).|Trigenic interaction: Query allele name: smc1-259+SPC24-9; Array allele name: rpp2b-delta (GI score = -0.21383, p-value = 1.43E-7; Modified_Q-A-)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2432527,genetic,Kuzmin E (2018),PUBMED:29674565,"Digenic interaction: Query allele name: ho-delta+SPC24-9; Array allele name: rpa34-delta (GI score = -0.146669, p-value = 0.0442; Digenic)|Digenic interactions in this Synthetic genetic array (SGA) analysis were considered to be significant when epsilon > 0.08 and p < 0.05 (positive genetic interaction) and when epsilon < -0.08 and p < 0.05 (negative genetic interaction).|Trigenic interaction: Query allele name: smc1-259+SPC24-9; Array allele name: rpa34-delta (GI score = -0.154885, p-value = 1.90E-7; Modified_Q-A-)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2432539,genetic,Kuzmin E (2018),PUBMED:29674565,"Digenic interaction: Query allele name: ho-delta+SPC24-9; Array allele name: nkp2-delta (GI score = -0.198305, p-value = 0.0247; Digenic)|Digenic interactions in this Synthetic genetic array (SGA) analysis were considered to be significant when epsilon > 0.08 and p < 0.05 (positive genetic interaction) and when epsilon < -0.08 and p < 0.05 (negative genetic interaction).|Trigenic interaction: Query allele name: smc1-259+SPC24-9; Array allele name: nkp2-delta (GI score = -0.358562, p-value = 0.00290; Modified_Q-A+-)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2432545,genetic,Kuzmin E (2018),PUBMED:29674565,"Digenic interaction: Query allele name: ho-delta+SPC24-9; Array allele name: eaf7-delta (GI score = -0.297081, p-value = 0.000520; Digenic)|Digenic interactions in this Synthetic genetic array (SGA) analysis were considered to be significant when epsilon > 0.08 and p < 0.05 (positive genetic interaction) and when epsilon < -0.08 and p < 0.05 (negative genetic interaction).|Trigenic interaction: Query allele name: smc1-259+SPC24-9; Array allele name: eaf7-delta (GI score = -0.116905, p-value = 0.00168; Modified_Q-A-)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2432549,genetic,Kuzmin E (2018),PUBMED:29674565,"Digenic interaction: Query allele name: ho-delta+SPC24-9; Array allele name: psh1-delta (GI score = -0.231321, p-value = 0.000258; Digenic)|Digenic interactions in this Synthetic genetic array (SGA) analysis were considered to be significant when epsilon > 0.08 and p < 0.05 (positive genetic interaction) and when epsilon < -0.08 and p < 0.05 (negative genetic interaction).|Trigenic interaction: Query allele name: smc1-259+SPC24-9; Array allele name: psh1-delta (GI score = -0.25497, p-value = 4.15E-11; Modified_Q-A-)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2432794,genetic,Kuzmin E (2018),PUBMED:29674565,"Digenic interaction: Query allele name: ho-delta+cog5-delta; Array allele name: apm3-delta (GI score = -0.130443, p-value = 0.00404; Digenic)|Digenic interactions in this Synthetic genetic array (SGA) analysis were considered to be significant when epsilon > 0.08 and p < 0.05 (positive genetic interaction) and when epsilon < -0.08 and p < 0.05 (negative genetic interaction).|Trigenic interaction: Query allele name: ent3-delta+cog5-delta; Array allele name: apm3-delta (GI score = -0.090047, p-value = 0.00118; Modified_Q-A-)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2432795,genetic,Kuzmin E (2018),PUBMED:29674565,"Digenic interaction: Query allele name: ho-delta+cog5-delta; Array allele name: mxr2-delta (GI score = -0.287594, p-value = 0.0234; Digenic)|Digenic interactions in this Synthetic genetic array (SGA) analysis were considered to be significant when epsilon > 0.08 and p < 0.05 (positive genetic interaction) and when epsilon < -0.08 and p < 0.05 (negative genetic interaction).|Trigenic interaction: Query allele name: ent3-delta+cog5-delta; Array allele name: mxr2-delta (GI score = -0.127393, p-value = 0.0000278; Modified_Q-A-)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2432801,genetic,Kuzmin E (2018),PUBMED:29674565,"Digenic interaction: Query allele name: ho-delta+cog5-delta; Array allele name: vam6-delta (GI score = -0.153883, p-value = 0.0410; Digenic)|Digenic interactions in this Synthetic genetic array (SGA) analysis were considered to be significant when epsilon > 0.08 and p < 0.05 (positive genetic interaction) and when epsilon < -0.08 and p < 0.05 (negative genetic interaction).|Trigenic interaction: Query allele name: ent3-delta+cog5-delta; Array allele name: vam6-delta (GI score = -0.105926, p-value = 0.000884; Modified_Q-A-)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2432839,genetic,Kuzmin E (2018),PUBMED:29674565,"Digenic interaction: Query allele name: ho-delta+cog5-delta; Array allele name: ypt1-3 (GI score = -0.258357, p-value = 0.0381; Digenic)|Digenic interactions in this Synthetic genetic array (SGA) analysis were considered to be significant when epsilon > 0.08 and p < 0.05 (positive genetic interaction) and when epsilon < -0.08 and p < 0.05 (negative genetic interaction).|Trigenic interaction: Query allele name: ent3-delta+cog5-delta; Array allele name: ypt1-3 (GI score = -0.188071, p-value = 1.62E-32; Modified_Q-A-)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2432850,genetic,Kuzmin E (2018),PUBMED:29674565,"Digenic interaction: Query allele name: ho-delta+cog5-delta; Array allele name: vam7-delta (GI score = -0.216099, p-value = 0.000274; Digenic)|Digenic interactions in this Synthetic genetic array (SGA) analysis were considered to be significant when epsilon > 0.08 and p < 0.05 (positive genetic interaction) and when epsilon < -0.08 and p < 0.05 (negative genetic interaction).|Trigenic interaction: Query allele name: ent3-delta+cog5-delta; Array allele name: vam7-delta (GI score = -0.348562, p-value = 0.00000134; Modified_Q-A+-)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2432852,genetic,Kuzmin E (2018),PUBMED:29674565,"Digenic interaction: Query allele name: ho-delta+cog5-delta; Array allele name: upf3-delta (GI score = -0.183893, p-value = 0.0234; Digenic)|Digenic interactions in this Synthetic genetic array (SGA) analysis were considered to be significant when epsilon > 0.08 and p < 0.05 (positive genetic interaction) and when epsilon < -0.08 and p < 0.05 (negative genetic interaction).|Trigenic interaction: Query allele name: ent3-delta+cog5-delta; Array allele name: upf3-delta (GI score = -0.129897, p-value = 0.0000643; Modified_Q-A-)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2432853,genetic,Kuzmin E (2018),PUBMED:29674565,"Digenic interaction: Query allele name: ho-delta+cog5-delta; Array allele name: nnf2-delta (GI score = -0.217514, p-value = 0.000689; Digenic)|Digenic interactions in this Synthetic genetic array (SGA) analysis were considered to be significant when epsilon > 0.08 and p < 0.05 (positive genetic interaction) and when epsilon < -0.08 and p < 0.05 (negative genetic interaction).|Trigenic interaction: Query allele name: ent3-delta+cog5-delta; Array allele name: nnf2-delta (GI score = -0.132475, p-value = 4.30E-9; Modified_Q-A-)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2432858,genetic,Kuzmin E (2018),PUBMED:29674565,"Digenic interaction: Query allele name: ho-delta+cog5-delta; Array allele name: apl6-delta (GI score = -0.234878, p-value = 0.00477; Digenic)|Digenic interactions in this Synthetic genetic array (SGA) analysis were considered to be significant when epsilon > 0.08 and p < 0.05 (positive genetic interaction) and when epsilon < -0.08 and p < 0.05 (negative genetic interaction).|Trigenic interaction: Query allele name: ent3-delta+cog5-delta; Array allele name: apl6-delta (GI score = -0.141153, p-value = 9.53E-8; Modified_Q-A-)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2432860,genetic,Kuzmin E (2018),PUBMED:29674565,"Digenic interaction: Query allele name: ho-delta+cog5-delta; Array allele name: sbp1-delta (GI score = -0.120925, p-value = 3.30E-13; Digenic)|Digenic interactions in this Synthetic genetic array (SGA) analysis were considered to be significant when epsilon > 0.08 and p < 0.05 (positive genetic interaction) and when epsilon < -0.08 and p < 0.05 (negative genetic interaction).|Trigenic interaction: Query allele name: ent3-delta+cog5-delta; Array allele name: sbp1-delta (GI score = -0.122362, p-value = 1.44E-10; Modified_Q-A-)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2432861,genetic,Kuzmin E (2018),PUBMED:29674565,"Digenic interaction: Query allele name: ho-delta+cog5-delta; Array allele name: nem1-delta (GI score = -0.163672, p-value = 0.00000451; Digenic)|Digenic interactions in this Synthetic genetic array (SGA) analysis were considered to be significant when epsilon > 0.08 and p < 0.05 (positive genetic interaction) and when epsilon < -0.08 and p < 0.05 (negative genetic interaction).|Trigenic interaction: Query allele name: ent3-delta+cog5-delta; Array allele name: nem1-delta (GI score = -0.128431, p-value = 0.0000183; Modified_Q-A-)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2432866,genetic,Kuzmin E (2018),PUBMED:29674565,"Digenic interaction: Query allele name: ho-delta+cog5-delta; Array allele name: lrp1-delta (GI score = -0.377843, p-value = 0.0000286; Digenic)|Digenic interactions in this Synthetic genetic array (SGA) analysis were considered to be significant when epsilon > 0.08 and p < 0.05 (positive genetic interaction) and when epsilon < -0.08 and p < 0.05 (negative genetic interaction).|Trigenic interaction: Query allele name: ent3-delta+cog5-delta; Array allele name: lrp1-delta (GI score = -0.091441, p-value = 3.55E-32; Modified_Q-A-)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2432880,genetic,Kuzmin E (2018),PUBMED:29674565,"Digenic interaction: Query allele name: ho-delta+cog5-delta; Array allele name: arp4-G161D (GI score = -0.230099, p-value = 0.000116; Digenic)|Digenic interactions in this Synthetic genetic array (SGA) analysis were considered to be significant when epsilon > 0.08 and p < 0.05 (positive genetic interaction) and when epsilon < -0.08 and p < 0.05 (negative genetic interaction).|Trigenic interaction: Query allele name: ent3-delta+cog5-delta; Array allele name: arp4-G161D (GI score = -0.175317, p-value = 8.65E-7; Modified_Q-A-)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2432900,genetic,Kuzmin E (2018),PUBMED:29674565,"Digenic interaction: Query allele name: ho-delta+cog5-delta; Array allele name: vps13-delta (GI score = -0.284183, p-value = 0.00137; Digenic)|Digenic interactions in this Synthetic genetic array (SGA) analysis were considered to be significant when epsilon > 0.08 and p < 0.05 (positive genetic interaction) and when epsilon < -0.08 and p < 0.05 (negative genetic interaction).|Trigenic interaction: Query allele name: ent3-delta+cog5-delta; Array allele name: vps13-delta (GI score = -0.232188, p-value = 4.35E-26; Modified_Q-A-)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2432906,genetic,Kuzmin E (2018),PUBMED:29674565,"Digenic interaction: Query allele name: ho-delta+cog5-delta; Array allele name: ccw12-delta (GI score = -0.15007, p-value = 0.0393; Digenic)|Digenic interactions in this Synthetic genetic array (SGA) analysis were considered to be significant when epsilon > 0.08 and p < 0.05 (positive genetic interaction) and when epsilon < -0.08 and p < 0.05 (negative genetic interaction).|Trigenic interaction: Query allele name: ent3-delta+cog5-delta; Array allele name: ccw12-delta (GI score = -0.082629, p-value = 8.72E-7; Modified_Q-A-)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2432926,genetic,Kuzmin E (2018),PUBMED:29674565,"Digenic interaction: Query allele name: ho-delta+cog5-delta; Array allele name: mvp1-delta (GI score = -0.161334, p-value = 0.0256; Digenic)|Digenic interactions in this Synthetic genetic array (SGA) analysis were considered to be significant when epsilon > 0.08 and p < 0.05 (positive genetic interaction) and when epsilon < -0.08 and p < 0.05 (negative genetic interaction).|Trigenic interaction: Query allele name: ent3-delta+cog5-delta; Array allele name: mvp1-delta (GI score = -0.283064, p-value = 7.41E-8; Modified_Q-A-)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2432942,genetic,Kuzmin E (2018),PUBMED:29674565,"Digenic interaction: Query allele name: ho-delta+cog5-delta; Array allele name: vam3-delta (GI score = -0.231477, p-value = 0.00654; Digenic)|Digenic interactions in this Synthetic genetic array (SGA) analysis were considered to be significant when epsilon > 0.08 and p < 0.05 (positive genetic interaction) and when epsilon < -0.08 and p < 0.05 (negative genetic interaction).|Trigenic interaction: Query allele name: ent3-delta+cog5-delta; Array allele name: vam3-delta (GI score = -0.135829, p-value = 2.65E-8; Modified_Q-A-)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2432943,genetic,Kuzmin E (2018),PUBMED:29674565,"Digenic interaction: Query allele name: ho-delta+cog5-delta; Array allele name: trs33-delta (GI score = -0.322035, p-value = 0.0000674; Digenic)|Digenic interactions in this Synthetic genetic array (SGA) analysis were considered to be significant when epsilon > 0.08 and p < 0.05 (positive genetic interaction) and when epsilon < -0.08 and p < 0.05 (negative genetic interaction).|Trigenic interaction: Query allele name: ent3-delta+cog5-delta; Array allele name: trs33-delta (GI score = -0.096605, p-value = 7.24E-17; Modified_Q-A-)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2432945,genetic,Kuzmin E (2018),PUBMED:29674565,"Digenic interaction: Query allele name: ho-delta+cog5-delta; Array allele name: slp1-delta (GI score = -0.363026, p-value = 0.00181; Digenic)|Digenic interactions in this Synthetic genetic array (SGA) analysis were considered to be significant when epsilon > 0.08 and p < 0.05 (positive genetic interaction) and when epsilon < -0.08 and p < 0.05 (negative genetic interaction).|Trigenic interaction: Query allele name: ent3-delta+cog5-delta; Array allele name: slp1-delta (GI score = -0.097001, p-value = 1.65E-13; Modified_Q-A-)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
2432970,genetic,Kuzmin E (2018),PUBMED:29674565,"Digenic interaction: Query allele name: ho-delta+cog5-delta; Array allele name: hda3-delta (GI score = -0.226706, p-value = 0.0317; Digenic)|Digenic interactions in this Synthetic genetic array (SGA) analysis were considered to be significant when epsilon > 0.08 and p < 0.05 (positive genetic interaction) and when epsilon < -0.08 and p < 0.05 (negative genetic interaction).|Trigenic interaction: Query allele name: ent3-delta+cog5-delta; Array allele name: hda3-delta (GI score = -0.10598, p-value = 1.45E-10; Modified_Q-A-)|Trigenic negative genetic interactions in this triple mutant Synthetic genetic array (SGA) analysis were considered to be significant when tau < -0.08 and p < 0.05.",Saccharomyces cerevisiae (S288c)
