BioGRID ID,Experimental System Type,Author,Publication Source,Qualifications,Organism
353105,genetic,Dawson TR (2009),PUBMED:19273614,genetic complex|nup145{Delta} rtn1{Delta} yop1{Delta} triple mutant,Saccharomyces cerevisiae (S288c)
353106,genetic,Dawson TR (2009),PUBMED:19273614,genetic complex|pom152{Delta} rtn1{Delta} yop1{Delta} triple mutant,Saccharomyces cerevisiae (S288c)
353107,genetic,Dawson TR (2009),PUBMED:19273614,genetic complex|pom152{Delta} rtn1{Delta} yop1{Delta} triple mutant,Saccharomyces cerevisiae (S288c)
353108,genetic,Dawson TR (2009),PUBMED:19273614,genetic complex|nup82{Delta} rtn1{Delta} yop1{Delta} triple mutant,Saccharomyces cerevisiae (S288c)
353109,genetic,Dawson TR (2009),PUBMED:19273614,genetic complex|nup82{Delta} rtn1{Delta} yop1{Delta} triple mutant,Saccharomyces cerevisiae (S288c)
353110,genetic,Dawson TR (2009),PUBMED:19273614,genetic complex|nup116{Delta} rtn1{Delta} yop1{Delta} triple mutant,Saccharomyces cerevisiae (S288c)
353111,genetic,Dawson TR (2009),PUBMED:19273614,genetic complex|nup116{Delta} rtn1{Delta} yop1{Delta} triple mutant,Saccharomyces cerevisiae (S288c)
353112,genetic,Dawson TR (2009),PUBMED:19273614,genetic complex|gle2{Delta} rtn1{Delta} yop1{Delta} triple mutant,Saccharomyces cerevisiae (S288c)
353113,genetic,Dawson TR (2009),PUBMED:19273614,genetic complex|gle2{Delta} rtn1{Delta} yop1{Delta} triple mutant,Saccharomyces cerevisiae (S288c)
353114,genetic,Dawson TR (2009),PUBMED:19273614,genetic complex|nup188{Delta} rtn1{Delta} yop1{Delta} triple mutant,Saccharomyces cerevisiae (S288c)
353115,genetic,Dawson TR (2009),PUBMED:19273614,genetic complex|nup188{Delta} rtn1{Delta} yop1{Delta} triple mutant,Saccharomyces cerevisiae (S288c)
353116,genetic,Dawson TR (2009),PUBMED:19273614,genetic complex|spo7{Delta} rtn1{Delta} yop1{Delta} triple mutant,Saccharomyces cerevisiae (S288c)
353117,genetic,Dawson TR (2009),PUBMED:19273614,genetic complex|spo7{Delta} rtn1{Delta} yop1{Delta} triple mutant,Saccharomyces cerevisiae (S288c)
353118,genetic,Dawson TR (2009),PUBMED:19273614,genetic complex|nem1{Delta} rtn1{Delta} yop1{Delta} triple mutant,Saccharomyces cerevisiae (S288c)
353119,genetic,Dawson TR (2009),PUBMED:19273614,genetic complex|nem1{Delta} rtn1{Delta} yop1{Delta} triple mutant,Saccharomyces cerevisiae (S288c)
353212,genetic,Garbarino J (2009),PUBMED:19690167,ARE1/ARE2/DGA1/LRO1 quadruple mutants are synthetic lethal|DGA1/LRO1/CHO2 triple mutants are synthetic lethal|genetic complex,Saccharomyces cerevisiae (S288c)
353225,genetic,Garbarino J (2009),PUBMED:19690167,DGA1/LRO1/CHO2 triple mutants are synthetic lethal|genetic complex,Saccharomyces cerevisiae (S288c)
353226,genetic,Garbarino J (2009),PUBMED:19690167,DGA1/LRO1/CHO2 triple mutants are synthetic lethal|genetic complex,Saccharomyces cerevisiae (S288c)
353281,genetic,Gomez A (2009),PUBMED:19633265,slt2{Delta} rim101{Delta} triple mutant,Saccharomyces cerevisiae (S288c)
353282,genetic,Gomez A (2009),PUBMED:19633265,slt2{Delta} rim101{Delta} triple mutant,Saccharomyces cerevisiae (S288c)
353324,genetic,Manikova D (2010),PUBMED:19955329,APN1/APN2/TPP1 triple mutants show impaired growth|genetic complex,Saccharomyces cerevisiae (S288c)
353325,genetic,Manikova D (2010),PUBMED:19955329,APN1/APN2/TPP1 triple mutants show impaired growth|genetic complex,Saccharomyces cerevisiae (S288c)
353326,genetic,Manikova D (2010),PUBMED:19955329,APN1/APN2/TPP1 triple mutants show impaired growth|genetic complex,Saccharomyces cerevisiae (S288c)
353366,genetic,Krishnankutty RK (2009),PUBMED:19504624,STE24/RCE1/STE14 triple mutants show defects in mating|genetic complex,Saccharomyces cerevisiae (S288c)
353367,genetic,Krishnankutty RK (2009),PUBMED:19504624,STE24/RCE1/STE14 triple mutants show defects in mating|genetic complex,Saccharomyces cerevisiae (S288c)
353368,genetic,Krishnankutty RK (2009),PUBMED:19504624,STE24/RCE1/STE14 triple mutants show defects in mating|genetic complex,Saccharomyces cerevisiae (S288c)
353543,genetic,Chen XF (2009),PUBMED:19557187,EST2/FOB1/SIR2 triple mutants show increased growth defects,Saccharomyces cerevisiae (S288c)
353544,genetic,Chen XF (2009),PUBMED:19557187,EST2/FOB1/SIR2 triple mutants show increased growth defects,Saccharomyces cerevisiae (S288c)
353644,genetic,Steininger S (2010),PUBMED:20040573,APN1/NTG1/NTG2 triple mutants show a synthetic growth defect|genetic complex,Saccharomyces cerevisiae (S288c)
353645,genetic,Steininger S (2010),PUBMED:20040573,APN1/NTG1/NTG2 triple mutants show a synthetic growth defect|genetic complex,Saccharomyces cerevisiae (S288c)
353646,genetic,Steininger S (2010),PUBMED:20040573,APN1/NTG1/NTG2 triple mutants show a synthetic growth defect|genetic complex,Saccharomyces cerevisiae (S288c)
353670,genetic,Orlova M (2010),PUBMED:19880754,Deletion of SWE1 alleviates the constitutive pseudohyphal phenotype in ELM1 mutants|Deletion of SWE1 blocks pseudohyphal phenotype in ELM1/TOS3/SAK1 triple mutants,Saccharomyces cerevisiae (S288c)
353671,genetic,Orlova M (2010),PUBMED:19880754,Deletion of SWE1 blocks pseudohyphal phenotype in ELM1/TOS3/SAK1 triple mutants,Saccharomyces cerevisiae (S288c)
353672,genetic,Orlova M (2010),PUBMED:19880754,Deletion of SWE1 blocks pseudohyphal phenotype in ELM1/TOS3/SAK1 triple mutants,Saccharomyces cerevisiae (S288c)
353764,genetic,Chen YH (2009),PUBMED:19995966,Deletion of RAD51 suppresses the synthetic sick interaction of an sgs1 mms21-11 double mutant.  This experiment involved an sgs1 mms21-11 rad51 triple mutant.,Saccharomyces cerevisiae (S288c)
353765,genetic,Chen YH (2009),PUBMED:19995966,Deletion of RAD51 suppresses the synthetic sick interaction of an sgs1 mms21-11 double mutant.  This experiment involved an sgs1 mms21-11 rad51 triple mutant.,Saccharomyces cerevisiae (S288c)
353805,genetic,Schuiki I (2010),PUBMED:20044027,PSD1/PSD2/ALE1 triple mutants show a block in fatty acid production|genetic complex,Saccharomyces cerevisiae (S288c)
353806,genetic,Schuiki I (2010),PUBMED:20044027,PSD1/PSD2/ALE1 triple mutants show a block in fatty acid production|genetic complex,Saccharomyces cerevisiae (S288c)
353871,genetic,Zhang CJ (2003),PUBMED:12627398,AGE1/AGE2/GLO3 triple mutants are not temperature sensitive while double mutants are,Saccharomyces cerevisiae (S288c)
353872,genetic,Zhang CJ (2003),PUBMED:12627398,AGE1/AGE2/GLO3 triple mutants are not temperature sensitive while double mutants are,Saccharomyces cerevisiae (S288c)
353873,genetic,Zhang CJ (2003),PUBMED:12627398,AGE1/AGE2/GLO3 triple mutants are not temperature sensitive while double mutants are,Saccharomyces cerevisiae (S288c)
353930,genetic,Stefan CJ (2002),PUBMED:11854411,SJL1/SJL2/SJL3 triple mutants show a synthetic growth defect,Saccharomyces cerevisiae (S288c)
353931,genetic,Stefan CJ (2002),PUBMED:11854411,SJL1/SJL2/SJL3 triple mutants show a synthetic growth defect,Saccharomyces cerevisiae (S288c)
353932,genetic,Stefan CJ (2002),PUBMED:11854411,SJL1/SJL2/SJL3 triple mutants show a synthetic growth defect,Saccharomyces cerevisiae (S288c)
353941,genetic,Flom G (2006),PUBMED:16219779,HSP82/HSC82/STI1 triple mutants are synthetic lethal,Saccharomyces cerevisiae (S288c)
353942,genetic,Flom G (2006),PUBMED:16219779,HSP82/HSC82/STI1 triple mutants are synthetic lethal,Saccharomyces cerevisiae (S288c)
354041,genetic,Queralt E (2008),PUBMED:18762578,A synthetic growth defect was shown only for the triple mutant (cdc15-2 zds1 zds2) in which both zds1 and zds2 paralogues were deleted.,Saccharomyces cerevisiae (S288c)
354042,genetic,Queralt E (2008),PUBMED:18762578,A synthetic growth defect was shown only for the triple mutant (cdc15-2 zds1 zds2) in which both zds1 and zds2 paralogues were deleted.,Saccharomyces cerevisiae (S288c)
422861,genetic,Vance JR (2002),PUBMED:12368472,RAD52/TDP1/RAD1 triple mutants show increased sensitivity to drugs than RAD1/TDP1 double mutants,Saccharomyces cerevisiae (S288c)
422862,genetic,Vance JR (2002),PUBMED:12368472,RAD52/TDP1/RAD1 triple mutants show increased sensitivity to drugs than RAD1/TDP1 double mutants,Saccharomyces cerevisiae (S288c)
422863,genetic,Vance JR (2002),PUBMED:12368472,DNL4/RAD1/TDP1 triple mutants show an increased sensitivity to drug exposure compared to RAD1/TDP1 double mutants,Saccharomyces cerevisiae (S288c)
422864,genetic,Vance JR (2002),PUBMED:12368472,DNL4/RAD1/TDP1 triple mutants show an increased sensitivity to drug exposure compared to RAD1/TDP1 double mutants,Saccharomyces cerevisiae (S288c)
422865,genetic,Vance JR (2002),PUBMED:12368472,RAD2/RAD1/TDP1 triple mutants show an increased sensitivity to drug exposure compared to RAD1/TDP1 double mutants,Saccharomyces cerevisiae (S288c)
422866,genetic,Vance JR (2002),PUBMED:12368472,RAD2/RAD1/TDP1 triple mutants show an increased sensitivity to drug exposure compared to RAD1/TDP1 double mutants,Saccharomyces cerevisiae (S288c)
422867,genetic,Vance JR (2002),PUBMED:12368472,SRS2/RAD1/TDP1 triple mutants show an increased sensitivity to drug exposure compared to RAD1/TDP1 double mutants,Saccharomyces cerevisiae (S288c)
422868,genetic,Vance JR (2002),PUBMED:12368472,SRS2/RAD1/TDP1 triple mutants show an increased sensitivity to drug exposure compared to RAD1/TDP1 double mutants,Saccharomyces cerevisiae (S288c)
422869,genetic,Vance JR (2002),PUBMED:12368472,RAD59/RAD1/TDP1 triple mutants show an increased sensitivity to drug exposure compared to RAD1/TDP1 double mutants,Saccharomyces cerevisiae (S288c)
422870,genetic,Vance JR (2002),PUBMED:12368472,RAD59/RAD1/TDP1 triple mutants show an increased sensitivity to drug exposure compared to RAD1/TDP1 double mutants,Saccharomyces cerevisiae (S288c)
422871,genetic,Vance JR (2002),PUBMED:12368472,RAD17/RAD1/TDP1 triple mutants show an increased sensitivity to drug exposure compared to RAD1/TDP1 double mutants,Saccharomyces cerevisiae (S288c)
422872,genetic,Vance JR (2002),PUBMED:12368472,RAD17/RAD1/TDP1 triple mutants show an increased sensitivity to drug exposure compared to RAD1/TDP1 double mutants,Saccharomyces cerevisiae (S288c)
422873,genetic,Vance JR (2002),PUBMED:12368472,SGS1/RAD1/TDP1 triple mutants show an increased sensitivity to drug exposure compared to RAD1/TDP1 double mutants,Saccharomyces cerevisiae (S288c)
422874,genetic,Vance JR (2002),PUBMED:12368472,SGS1/RAD1/TDP1 triple mutants show an increased sensitivity to drug exposure compared to RAD1/TDP1 double mutants,Saccharomyces cerevisiae (S288c)
426376,genetic,Abdel-Sater F (2004),PUBMED:15126393,GAP1/STP1/UGA35 triple mutants show aberrant protein induction,Saccharomyces cerevisiae (S288c)
426379,genetic,Abdel-Sater F (2004),PUBMED:15126393,GAP1/STP1/UGA35 triple mutants show synthetic growth defects,Saccharomyces cerevisiae (S288c)
426380,genetic,Abdel-Sater F (2004),PUBMED:15126393,GAP1/STP1/UGA35 triple mutants show synthetic growth defects,Saccharomyces cerevisiae (S288c)
426381,genetic,Abdel-Sater F (2004),PUBMED:15126393,GAP1/STP1/UGA35 triple mutants show synthetic growth defects,Saccharomyces cerevisiae (S288c)
426382,genetic,Abdel-Sater F (2004),PUBMED:15126393,GAP1/STP1/UGA35 triple mutants show aberrant protein induction,Saccharomyces cerevisiae (S288c)
426383,genetic,Abdel-Sater F (2004),PUBMED:15126393,GAP1/STP1/UGA35 triple mutants show aberrant protein induction,Saccharomyces cerevisiae (S288c)
426410,genetic,McCartney RR (2005),PUBMED:15824893,pak1 tos3 elm1 triple mutant,Saccharomyces cerevisiae (S288c)
426411,genetic,McCartney RR (2005),PUBMED:15824893,pak1 tos3 elm1 triple mutant,Saccharomyces cerevisiae (S288c)
426460,genetic,Cross FR (2007),PUBMED:17483408,The synthetic lethality of the sic1 clb5 double mutant was partially suppressed by deletion of SWI5. (clb5 sic1 swi5 triple mutant),Saccharomyces cerevisiae (S288c)
426461,genetic,Cross FR (2007),PUBMED:17483408,The synthetic lethality of the sic1 clb5 double mutant was partially suppressed by deletion of SWI5. (clb5 sic1 swi5 triple mutant),Saccharomyces cerevisiae (S288c)
426512,genetic,Kawasaki R (2003),PUBMED:12622721,GIC1/GIC2/RSR1 triple mutants are synthetic lethal,Saccharomyces cerevisiae (S288c)
426513,genetic,Kawasaki R (2003),PUBMED:12622721,GIC1/GIC2/RSR1 triple mutants are synthetic lethal,Saccharomyces cerevisiae (S288c)
426514,genetic,Kawasaki R (2003),PUBMED:12622721,GIC1/GIC2/BUD2 triple mutants are synthetic lethal|GIC1/GIC2/BUD5 triple mutants are synthetic lethal|GIC1/GIC2/RSR1 triple mutants are synthetic lethal,Saccharomyces cerevisiae (S288c)
426515,genetic,Kawasaki R (2003),PUBMED:12622721,GIC1/GIC2/BUD2 triple mutants are synthetic lethal,Saccharomyces cerevisiae (S288c)
426516,genetic,Kawasaki R (2003),PUBMED:12622721,GIC1/GIC2/BUD2 triple mutants are synthetic lethal,Saccharomyces cerevisiae (S288c)
